pais,anio,sector_cod,sector,tecnologia_cod,tecnologia,pct,flag
AT,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,9.61,
BE,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,10.42,
BG,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,2.88,
CY,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,2.05,
CZ,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,4.19,
DE,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,9.19,
DK,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,27.28,
EE,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,2.72,
EL,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,5.35,
ES,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,7.42,
EU27_2020,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,6.93,
FI,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,16.25,
FR,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,5.33,
HR,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,8.29,
HU,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,4.0,
IE,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,8.83,
IT,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,6.63,
LT,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,5.06,
LU,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,13.48,
LV,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,2.61,
MT,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,6.23,
NL,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,12.42,
PL,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,2.33,
PT,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,8.58,
RO,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,1.28,
SE,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,8.87,
SI,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,12.57,
SK,2021,C,Manufacturing,E_AI_TANY,Cualquier IA,5.4,
AT,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.66,
BE,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,2.07,
BG,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,,u
CY,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.37,
CZ,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.59,
DE,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.62,
DK,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,6.23,
EE,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.54,
EL,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.23,
ES,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.85,
EU27_2020,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.5,
FI,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,4.31,
FR,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,2.15,
HR,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.96,
HU,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.12,
IE,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.55,
IT,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.96,
LT,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.28,
LU,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,2.52,
LV,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.97,
MT,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.39,
NL,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,4.62,
PL,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.75,
PT,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,2.57,
RO,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.22,
SE,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,2.21,
SI,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,1.26,
SK,2021,C,Manufacturing,E_AI_TAR,Robots autonomos,0.51,
AT,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.43,
BE,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.65,
BG,2021,C,Manufacturing,E_AI_TIR,Vision por computador,,u
CY,2021,C,Manufacturing,E_AI_TIR,Vision por computador,0.73,
CZ,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.81,
DE,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.17,
DK,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.17,
EE,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.14,
EL,2021,C,Manufacturing,E_AI_TIR,Vision por computador,0.13,
ES,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.34,
EU27_2020,2021,C,Manufacturing,E_AI_TIR,Vision por computador,2.16,
FI,2021,C,Manufacturing,E_AI_TIR,Vision por computador,4.08,
FR,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.2,
HR,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.17,
HU,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.67,
IE,2021,C,Manufacturing,E_AI_TIR,Vision por computador,2.89,
IT,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.65,
LT,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.69,
LU,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.09,
LV,2021,C,Manufacturing,E_AI_TIR,Vision por computador,0.52,
MT,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.23,
NL,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.11,
PL,2021,C,Manufacturing,E_AI_TIR,Vision por computador,0.71,
PT,2021,C,Manufacturing,E_AI_TIR,Vision por computador,3.62,
RO,2021,C,Manufacturing,E_AI_TIR,Vision por computador,0.41,
SE,2021,C,Manufacturing,E_AI_TIR,Vision por computador,1.89,
SI,2021,C,Manufacturing,E_AI_TIR,Vision por computador,7.81,
SK,2021,C,Manufacturing,E_AI_TIR,Vision por computador,2.12,
AT,2021,C,Manufacturing,E_AI_TML,Machine learning,4.07,
BE,2021,C,Manufacturing,E_AI_TML,Machine learning,4.3,
BG,2021,C,Manufacturing,E_AI_TML,Machine learning,,u
CY,2021,C,Manufacturing,E_AI_TML,Machine learning,0.67,
CZ,2021,C,Manufacturing,E_AI_TML,Machine learning,0.78,
DE,2021,C,Manufacturing,E_AI_TML,Machine learning,2.16,
DK,2021,C,Manufacturing,E_AI_TML,Machine learning,7.0,
EE,2021,C,Manufacturing,E_AI_TML,Machine learning,0.69,
EL,2021,C,Manufacturing,E_AI_TML,Machine learning,4.19,
ES,2021,C,Manufacturing,E_AI_TML,Machine learning,1.6,
EU27_2020,2021,C,Manufacturing,E_AI_TML,Machine learning,1.67,
FI,2021,C,Manufacturing,E_AI_TML,Machine learning,5.32,
FR,2021,C,Manufacturing,E_AI_TML,Machine learning,1.58,
HR,2021,C,Manufacturing,E_AI_TML,Machine learning,0.94,
HU,2021,C,Manufacturing,E_AI_TML,Machine learning,0.55,
IE,2021,C,Manufacturing,E_AI_TML,Machine learning,2.85,
IT,2021,C,Manufacturing,E_AI_TML,Machine learning,1.17,
LT,2021,C,Manufacturing,E_AI_TML,Machine learning,0.66,
LU,2021,C,Manufacturing,E_AI_TML,Machine learning,2.71,
LV,2021,C,Manufacturing,E_AI_TML,Machine learning,0.4,
MT,2021,C,Manufacturing,E_AI_TML,Machine learning,0.97,
NL,2021,C,Manufacturing,E_AI_TML,Machine learning,3.91,
PL,2021,C,Manufacturing,E_AI_TML,Machine learning,0.32,
PT,2021,C,Manufacturing,E_AI_TML,Machine learning,1.5,
RO,2021,C,Manufacturing,E_AI_TML,Machine learning,0.41,
SE,2021,C,Manufacturing,E_AI_TML,Machine learning,2.94,
SI,2021,C,Manufacturing,E_AI_TML,Machine learning,2.13,
SK,2021,C,Manufacturing,E_AI_TML,Machine learning,0.73,
AT,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.36,
BE,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.56,
BG,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,,u
CY,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.53,
CZ,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.33,
DE,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,1.12,
DK,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,3.63,
EE,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.27,
EL,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.17,
ES,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.79,
EU27_2020,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.85,
FI,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,1.45,
FR,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.5,
HR,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.93,
HU,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.69,
IE,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,1.04,
IT,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,1.37,
LT,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.77,
LU,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,1.37,
LV,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.0,
MT,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.71,
NL,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,1.0,
PL,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.11,
PT,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.47,
RO,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.34,
SE,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.88,
SI,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,2.85,
SK,2021,C,Manufacturing,E_AI_TNLG,Generacion de lenguaje,0.61,
AT,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,3.04,
BE,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,3.79,
BG,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,,u
CY,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,1.05,
CZ,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,1.8,
DE,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,3.23,
DK,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,19.97,
EE,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,0.93,
EL,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,1.01,
ES,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,3.02,
EU27_2020,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.86,
FI,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,9.57,
FR,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.1,
HR,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,4.88,
HU,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,1.75,
IE,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,5.18,
IT,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.59,
LT,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.16,
LU,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,4.96,
LV,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,0.83,
MT,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.94,
NL,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,7.54,
PL,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,1.26,
PT,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.75,
RO,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,0.54,
SE,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,4.27,
SI,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.94,
SK,2021,C,Manufacturing,E_AI_TPA,Automatizacion de procesos,2.02,
AT,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
BE,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
BG,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
CY,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
CZ,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
DE,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
DK,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
EE,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
EL,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
ES,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
EU27_2020,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
FI,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
FR,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
HR,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
HU,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
IE,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
IT,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
LT,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
LU,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
LV,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
MT,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
NL,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
PL,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
PT,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
RO,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
SE,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
SI,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
SK,2021,C,Manufacturing,E_AI_TPVSG,Generacion de imagen/audio,,
AT,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.84,
BE,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.55,
BG,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,,u
CY,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.53,
CZ,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.58,
DE,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,2.61,
DK,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,2.15,
EE,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.22,
EL,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.1,
ES,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.76,
EU27_2020,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.46,
FI,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.21,
FR,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.72,
HR,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.54,
HU,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.3,
IE,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.72,
IT,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,2.05,
LT,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.51,
LU,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,2.81,
LV,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.06,
MT,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.0,
NL,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.31,
PL,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.26,
PT,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.41,
RO,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.33,
SE,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,1.67,
SI,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.99,
SK,2021,C,Manufacturing,E_AI_TSR,Reconocimiento de voz,0.99,
AT,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,4.02,
BE,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,3.83,
BG,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,,u
CY,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.0,
CZ,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.55,
DE,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,2.35,
DK,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,7.87,
EE,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.62,
EL,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.31,
ES,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.95,
EU27_2020,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.62,
FI,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,3.46,
FR,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.75,
HR,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.48,
HU,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.83,
IE,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,2.09,
IT,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.97,
LT,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.61,
LU,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,4.74,
LV,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.01,
MT,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.4,
NL,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,2.09,
PL,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.3,
PT,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.41,
RO,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.46,
SE,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.61,
SI,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,0.34,
SK,2021,C,Manufacturing,E_AI_TTM,Mineria de texto,1.7,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,12.12,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,14.09,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,1.91,
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,0.0,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,4.11,
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,12.03,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,,u
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,3.4,
EL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,9.75,
ES,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,9.33,
EU27_2020,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,8.86,
FI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,27.16,
FR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,9.54,
HR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,9.43,
HU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,4.99,
IE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,4.2,
IT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,8.51,
LT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,5.7,
LU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,5.41,
LV,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,2.69,
MT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,24.3,
NL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,14.25,
PL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,1.7,
PT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,11.37,
RO,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,0.82,
SE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,16.96,
SI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,10.66,
SK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TANY,Cualquier IA,4.44,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.3,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,5.22,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,,u
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.77,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,5.32,
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
EL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,2.72,
ES,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,2.57,
EU27_2020,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.95,
FI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,1.81,
FR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,1.1,
HR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
HU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
IE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
IT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.78,
LT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,2.28,
LU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,2.7,
LV,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.7,
MT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,7.77,
NL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,2.35,
PL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.17,
PT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.71,
RO,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.23,
SE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.84,
SI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
SK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TAR,Robots autonomos,0.0,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,4.14,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,5.41,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,,u
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.0,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.96,
