pais,anio,sector_cod,sector,tecnologia_cod,tecnologia,pct,flag
MT,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,0.54,
NL,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,5.01,
PL,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,0.49,
PT,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,0.24,
RO,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,0.73,
SE,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,1.62,
SI,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,0.0,
SK,2025,F,Construction,E_AI_TPA,Automatizacion de procesos,1.2,
AT,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,4.69,
BE,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,7.62,
BG,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,1.56,
CY,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,1.72,
CZ,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,3.98,
DE,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,6.92,
DK,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,7.36,
EE,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,5.53,
EL,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,0.77,
ES,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,7.52,
EU27_2020,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,4.47,
FI,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,6.87,
FR,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,2.89,
HR,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,0.82,
HU,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,2.24,
IE,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,0.62,
IT,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,3.01,
LT,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,6.99,
LU,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,6.8,
LV,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,1.93,
MT,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,2.47,
NL,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,8.02,
PL,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,0.48,
PT,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,2.81,
RO,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,1.78,
SE,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,6.29,
SI,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,2.13,
SK,2025,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,7.15,
AT,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,3.71,
BE,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,6.03,
BG,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,,u
CY,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,1.12,
CZ,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,1.01,
DE,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,6.11,
DK,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,8.62,
EE,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,5.53,
EL,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,2.46,
ES,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,4.22,
EU27_2020,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,3.65,
FI,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,9.64,
FR,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,3.35,
HR,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,1.55,
HU,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,1.63,
IE,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,0.31,
IT,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,3.69,
LT,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,1.12,
LU,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,9.84,
LV,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,0.74,
MT,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,3.04,
NL,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,4.96,
PL,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,0.34,
PT,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,0.22,
RO,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,0.19,
SE,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,3.75,
SI,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,0.0,
SK,2025,F,Construction,E_AI_TSR,Reconocimiento de voz,2.09,
AT,2025,F,Construction,E_AI_TTM,Mineria de texto,11.26,
BE,2025,F,Construction,E_AI_TTM,Mineria de texto,11.62,
BG,2025,F,Construction,E_AI_TTM,Mineria de texto,2.08,
CY,2025,F,Construction,E_AI_TTM,Mineria de texto,3.66,
CZ,2025,F,Construction,E_AI_TTM,Mineria de texto,2.4,
DE,2025,F,Construction,E_AI_TTM,Mineria de texto,6.24,
DK,2025,F,Construction,E_AI_TTM,Mineria de texto,17.26,
EE,2025,F,Construction,E_AI_TTM,Mineria de texto,13.08,
EL,2025,F,Construction,E_AI_TTM,Mineria de texto,3.04,
ES,2025,F,Construction,E_AI_TTM,Mineria de texto,4.98,
EU27_2020,2025,F,Construction,E_AI_TTM,Mineria de texto,6.09,
FI,2025,F,Construction,E_AI_TTM,Mineria de texto,15.7,
FR,2025,F,Construction,E_AI_TTM,Mineria de texto,5.34,
HR,2025,F,Construction,E_AI_TTM,Mineria de texto,2.48,
HU,2025,F,Construction,E_AI_TTM,Mineria de texto,1.61,
IE,2025,F,Construction,E_AI_TTM,Mineria de texto,6.34,
IT,2025,F,Construction,E_AI_TTM,Mineria de texto,7.86,
LT,2025,F,Construction,E_AI_TTM,Mineria de texto,13.26,
LU,2025,F,Construction,E_AI_TTM,Mineria de texto,18.43,
LV,2025,F,Construction,E_AI_TTM,Mineria de texto,4.07,
MT,2025,F,Construction,E_AI_TTM,Mineria de texto,5.61,
NL,2025,F,Construction,E_AI_TTM,Mineria de texto,16.81,
PL,2025,F,Construction,E_AI_TTM,Mineria de texto,0.48,
PT,2025,F,Construction,E_AI_TTM,Mineria de texto,1.75,
RO,2025,F,Construction,E_AI_TTM,Mineria de texto,1.41,
SE,2025,F,Construction,E_AI_TTM,Mineria de texto,10.54,
SI,2025,F,Construction,E_AI_TTM,Mineria de texto,3.34,
SK,2025,F,Construction,E_AI_TTM,Mineria de texto,5.05,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,26.46,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,32.84,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,7.26,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,4.38,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,19.17,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,25.46,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,44.8,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,18.4,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,9.49,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,17.81,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,18.62,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,34.26,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,12.9,
HR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,16.6,
HU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,9.79,
IE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,13.13,
IT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,18.13,
LT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,19.16,
LU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,27.24,
LV,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,10.37,
MT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,14.75,
NL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,30.47,b
PL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,8.88,
PT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,8.71,
RO,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,4.13,
SE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,33.13,
SI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,29.81,
SK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,19.26,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.4,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.64,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.61,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.28,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.82,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.15,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,5.5,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.46,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.26,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.22,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.16,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.89,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.82,
HR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.68,
HU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.82,
IE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.47,
IT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.72,
LT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.14,
LU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.45,
LV,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.42,
MT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.72,
NL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.81,
PL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.45,
PT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.39,
RO,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.47,
SE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.0,
SI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.02,
SK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.34,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.99,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,6.25,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.49,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.22,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.29,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.21,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,7.76,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.84,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.13,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,5.1,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.21,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,7.5,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.45,
HR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.44,
HU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.72,
IE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,0.82,
IT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.87,
LT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,4.45,
LU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.07,
LV,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.42,
MT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.9,
NL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,4.43,
PL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.56,
PT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.8,
RO,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,0.79,
SE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,4.5,
SI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,11.01,
SK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.39,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,5.93,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,9.04,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.56,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.17,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,6.06,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,4.95,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,12.1,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.98,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.16,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,4.36,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,4.0,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,8.9,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.22,
HR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,5.04,
HU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.84,
IE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,4.84,
IT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,3.36,
LT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.68,
LU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,3.52,
LV,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.22,
MT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,3.62,
NL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,6.96,b
PL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.44,
PT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.7,
RO,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.52,
SE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,8.14,
SI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,7.2,
SK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.59,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,13.09,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,15.75,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.76,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,1.62,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,15.67,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,7.87,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,34.54,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,12.23,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,4.41,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,6.33,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,7.84,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,16.36,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,5.67,
HR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,6.89,
HU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.98,
IE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,7.65,
IT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,6.55,
LT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,5.63,
LU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,10.07,
LV,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,5.73,
MT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,3.01,
NL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,12.65,b
PL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,5.67,
PT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,4.36,
RO,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.68,
SE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,17.8,
SI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,8.94,
SK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,8.37,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.84,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,9.18,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.9,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.12,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.45,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,5.63,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,16.42,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.01,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.51,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,5.47,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.63,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,13.29,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.27,
HR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.77,
HU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.16,
IE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.48,
IT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.81,
LT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,5.96,
LU,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,7.92,
LV,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.91,
MT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.2,
NL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,7.06,b
PL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.42,
PT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.57,
RO,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.19,
SE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,8.44,
SI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,5.29,
SK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.58,
AT,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,13.05,
BE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,16.49,
BG,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,4.22,
CY,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,2.8,
CZ,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,12.13,
DE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,14.9,
DK,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,20.86,
EE,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,4.48,
EL,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,5.65,
ES,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,9.89,
EU27_2020,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,9.69,
FI,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,20.64,
FR,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,5.7,
