pais,anio,tecnologia_cod,tecnologia,pct,flag
SK,2024,E_AI_TSR,Reconocimiento de voz,4.05,
AT,2024,E_AI_TTM,Mineria de texto,13.13,
BE,2024,E_AI_TTM,Mineria de texto,15.14,
BG,2024,E_AI_TTM,Mineria de texto,3.93,
CY,2024,E_AI_TTM,Mineria de texto,3.22,
CZ,2024,E_AI_TTM,Mineria de texto,6.36,
DE,2024,E_AI_TTM,Mineria de texto,9.57,
DK,2024,E_AI_TTM,Mineria de texto,16.69,
EE,2024,E_AI_TTM,Mineria de texto,7.82,
EL,2024,E_AI_TTM,Mineria de texto,3.66,
ES,2024,E_AI_TTM,Mineria de texto,5.05,
EU27_2020,2024,E_AI_TTM,Mineria de texto,6.88,
FI,2024,E_AI_TTM,Mineria de texto,15.37,
FR,2024,E_AI_TTM,Mineria de texto,4.4,
HR,2024,E_AI_TTM,Mineria de texto,7.73,
HU,2024,E_AI_TTM,Mineria de texto,3.32,
IE,2024,E_AI_TTM,Mineria de texto,6.38,
IT,2024,E_AI_TTM,Mineria de texto,4.47,
LT,2024,E_AI_TTM,Mineria de texto,6.35,
LU,2024,E_AI_TTM,Mineria de texto,17.59,
LV,2024,E_AI_TTM,Mineria de texto,5.83,
MT,2024,E_AI_TTM,Mineria de texto,6.59,
NL,2024,E_AI_TTM,Mineria de texto,14.14,
PL,2024,E_AI_TTM,Mineria de texto,1.49,
PT,2024,E_AI_TTM,Mineria de texto,4.15,
RO,2024,E_AI_TTM,Mineria de texto,1.86,
SE,2024,E_AI_TTM,Mineria de texto,15.62,
SI,2024,E_AI_TTM,Mineria de texto,4.54,
SK,2024,E_AI_TTM,Mineria de texto,5.97,
AT,2025,E_AI_TANY,Cualquier IA,29.95,
BE,2025,E_AI_TANY,Cualquier IA,34.54,
BG,2025,E_AI_TANY,Cualquier IA,8.55,
CY,2025,E_AI_TANY,Cualquier IA,9.27,
CZ,2025,E_AI_TANY,Cualquier IA,17.6,
DE,2025,E_AI_TANY,Cualquier IA,25.97,
DK,2025,E_AI_TANY,Cualquier IA,42.03,
EE,2025,E_AI_TANY,Cualquier IA,23.4,
EL,2025,E_AI_TANY,Cualquier IA,8.93,
ES,2025,E_AI_TANY,Cualquier IA,20.27,
EU27_2020,2025,E_AI_TANY,Cualquier IA,19.95,
FI,2025,E_AI_TANY,Cualquier IA,37.82,
FR,2025,E_AI_TANY,Cualquier IA,18.16,
HR,2025,E_AI_TANY,Cualquier IA,15.19,
HU,2025,E_AI_TANY,Cualquier IA,10.37,
IE,2025,E_AI_TANY,Cualquier IA,19.64,
IT,2025,E_AI_TANY,Cualquier IA,16.4,
LT,2025,E_AI_TANY,Cualquier IA,21.3,
LU,2025,E_AI_TANY,Cualquier IA,33.61,
LV,2025,E_AI_TANY,Cualquier IA,12.21,
MT,2025,E_AI_TANY,Cualquier IA,21.51,
NL,2025,E_AI_TANY,Cualquier IA,33.21,b
PL,2025,E_AI_TANY,Cualquier IA,8.36,
PT,2025,E_AI_TANY,Cualquier IA,11.54,
RO,2025,E_AI_TANY,Cualquier IA,5.21,
SE,2025,E_AI_TANY,Cualquier IA,35.04,
SI,2025,E_AI_TANY,Cualquier IA,21.61,
SK,2025,E_AI_TANY,Cualquier IA,18.0,
AT,2025,E_AI_TAR,Robots autonomos,1.55,
BE,2025,E_AI_TAR,Robots autonomos,2.95,
BG,2025,E_AI_TAR,Robots autonomos,0.69,
CY,2025,E_AI_TAR,Robots autonomos,0.51,
CZ,2025,E_AI_TAR,Robots autonomos,1.1,
DE,2025,E_AI_TAR,Robots autonomos,1.51,
DK,2025,E_AI_TAR,Robots autonomos,4.38,
EE,2025,E_AI_TAR,Robots autonomos,0.79,
EL,2025,E_AI_TAR,Robots autonomos,0.38,
ES,2025,E_AI_TAR,Robots autonomos,1.63,
EU27_2020,2025,E_AI_TAR,Robots autonomos,1.39,
FI,2025,E_AI_TAR,Robots autonomos,2.73,
FR,2025,E_AI_TAR,Robots autonomos,1.73,
HR,2025,E_AI_TAR,Robots autonomos,0.72,
HU,2025,E_AI_TAR,Robots autonomos,0.87,
IE,2025,E_AI_TAR,Robots autonomos,0.82,
IT,2025,E_AI_TAR,Robots autonomos,0.97,
LT,2025,E_AI_TAR,Robots autonomos,2.75,
LU,2025,E_AI_TAR,Robots autonomos,1.65,
LV,2025,E_AI_TAR,Robots autonomos,1.32,
MT,2025,E_AI_TAR,Robots autonomos,1.75,
NL,2025,E_AI_TAR,Robots autonomos,2.36,
PL,2025,E_AI_TAR,Robots autonomos,0.7,
PT,2025,E_AI_TAR,Robots autonomos,1.39,
RO,2025,E_AI_TAR,Robots autonomos,0.68,
SE,2025,E_AI_TAR,Robots autonomos,1.14,
SI,2025,E_AI_TAR,Robots autonomos,1.44,
SK,2025,E_AI_TAR,Robots autonomos,0.94,
AT,2025,E_AI_TIR,Vision por computador,3.15,
BE,2025,E_AI_TIR,Vision por computador,6.54,
BG,2025,E_AI_TIR,Vision por computador,2.4,
CY,2025,E_AI_TIR,Vision por computador,2.34,
CZ,2025,E_AI_TIR,Vision por computador,2.1,
DE,2025,E_AI_TIR,Vision por computador,4.34,
DK,2025,E_AI_TIR,Vision por computador,7.28,
EE,2025,E_AI_TIR,Vision por computador,3.88,
EL,2025,E_AI_TIR,Vision por computador,2.06,
ES,2025,E_AI_TIR,Vision por computador,5.57,
EU27_2020,2025,E_AI_TIR,Vision por computador,3.78,
FI,2025,E_AI_TIR,Vision por computador,7.7,
FR,2025,E_AI_TIR,Vision por computador,3.69,
HR,2025,E_AI_TIR,Vision por computador,3.04,
HU,2025,E_AI_TIR,Vision por computador,2.89,
IE,2025,E_AI_TIR,Vision por computador,2.72,
IT,2025,E_AI_TIR,Vision por computador,2.92,
LT,2025,E_AI_TIR,Vision por computador,5.59,
LU,2025,E_AI_TIR,Vision por computador,4.39,
LV,2025,E_AI_TIR,Vision por computador,3.73,
MT,2025,E_AI_TIR,Vision por computador,4.89,
NL,2025,E_AI_TIR,Vision por computador,5.2,
PL,2025,E_AI_TIR,Vision por computador,1.84,
PT,2025,E_AI_TIR,Vision por computador,3.11,
RO,2025,E_AI_TIR,Vision por computador,1.6,
SE,2025,E_AI_TIR,Vision por computador,4.9,
SI,2025,E_AI_TIR,Vision por computador,8.45,
SK,2025,E_AI_TIR,Vision por computador,4.18,
AT,2025,E_AI_TML,Machine learning,7.56,
BE,2025,E_AI_TML,Machine learning,11.15,
BG,2025,E_AI_TML,Machine learning,2.26,
CY,2025,E_AI_TML,Machine learning,4.21,
CZ,2025,E_AI_TML,Machine learning,6.91,
DE,2025,E_AI_TML,Machine learning,6.04,
DK,2025,E_AI_TML,Machine learning,12.75,
EE,2025,E_AI_TML,Machine learning,3.87,
EL,2025,E_AI_TML,Machine learning,3.06,
ES,2025,E_AI_TML,Machine learning,5.62,
EU27_2020,2025,E_AI_TML,Machine learning,5.1,
FI,2025,E_AI_TML,Machine learning,12.85,
FR,2025,E_AI_TML,Machine learning,4.23,
HR,2025,E_AI_TML,Machine learning,4.97,
HU,2025,E_AI_TML,Machine learning,2.31,
IE,2025,E_AI_TML,Machine learning,5.82,
IT,2025,E_AI_TML,Machine learning,3.27,
LT,2025,E_AI_TML,Machine learning,4.62,
LU,2025,E_AI_TML,Machine learning,6.58,
LV,2025,E_AI_TML,Machine learning,3.16,
MT,2025,E_AI_TML,Machine learning,6.8,
NL,2025,E_AI_TML,Machine learning,9.51,
PL,2025,E_AI_TML,Machine learning,1.83,
PT,2025,E_AI_TML,Machine learning,4.03,
RO,2025,E_AI_TML,Machine learning,2.69,
SE,2025,E_AI_TML,Machine learning,8.79,
SI,2025,E_AI_TML,Machine learning,4.98,
SK,2025,E_AI_TML,Machine learning,3.79,
AT,2025,E_AI_TNLG,Generacion de lenguaje,15.26,
BE,2025,E_AI_TNLG,Generacion de lenguaje,15.86,
BG,2025,E_AI_TNLG,Generacion de lenguaje,3.22,
CY,2025,E_AI_TNLG,Generacion de lenguaje,4.53,
CZ,2025,E_AI_TNLG,Generacion de lenguaje,12.78,
DE,2025,E_AI_TNLG,Generacion de lenguaje,9.02,
DK,2025,E_AI_TNLG,Generacion de lenguaje,30.76,
EE,2025,E_AI_TNLG,Generacion de lenguaje,15.07,
EL,2025,E_AI_TNLG,Generacion de lenguaje,3.71,
ES,2025,E_AI_TNLG,Generacion de lenguaje,8.92,
EU27_2020,2025,E_AI_TNLG,Generacion de lenguaje,8.76,
FI,2025,E_AI_TNLG,Generacion de lenguaje,20.12,
FR,2025,E_AI_TNLG,Generacion de lenguaje,7.82,
HR,2025,E_AI_TNLG,Generacion de lenguaje,7.41,
HU,2025,E_AI_TNLG,Generacion de lenguaje,4.16,
IE,2025,E_AI_TNLG,Generacion de lenguaje,9.04,
IT,2025,E_AI_TNLG,Generacion de lenguaje,6.2,
LT,2025,E_AI_TNLG,Generacion de lenguaje,6.7,
LU,2025,E_AI_TNLG,Generacion de lenguaje,13.86,
LV,2025,E_AI_TNLG,Generacion de lenguaje,4.67,
MT,2025,E_AI_TNLG,Generacion de lenguaje,6.29,
NL,2025,E_AI_TNLG,Generacion de lenguaje,16.34,b
PL,2025,E_AI_TNLG,Generacion de lenguaje,5.23,
PT,2025,E_AI_TNLG,Generacion de lenguaje,5.27,
RO,2025,E_AI_TNLG,Generacion de lenguaje,3.12,
SE,2025,E_AI_TNLG,Generacion de lenguaje,19.73,
SI,2025,E_AI_TNLG,Generacion de lenguaje,6.05,
SK,2025,E_AI_TNLG,Generacion de lenguaje,9.34,
AT,2025,E_AI_TPA,Automatizacion de procesos,6.43,
BE,2025,E_AI_TPA,Automatizacion de procesos,10.84,
BG,2025,E_AI_TPA,Automatizacion de procesos,3.76,
CY,2025,E_AI_TPA,Automatizacion de procesos,2.87,
CZ,2025,E_AI_TPA,Automatizacion de procesos,4.07,
DE,2025,E_AI_TPA,Automatizacion de procesos,6.96,
DK,2025,E_AI_TPA,Automatizacion de procesos,15.19,
EE,2025,E_AI_TPA,Automatizacion de procesos,3.33,
EL,2025,E_AI_TPA,Automatizacion de procesos,1.89,
ES,2025,E_AI_TPA,Automatizacion de procesos,6.68,
EU27_2020,2025,E_AI_TPA,Automatizacion de procesos,5.35,
FI,2025,E_AI_TPA,Automatizacion de procesos,15.03,
FR,2025,E_AI_TPA,Automatizacion de procesos,4.48,
HR,2025,E_AI_TPA,Automatizacion de procesos,2.91,
HU,2025,E_AI_TPA,Automatizacion de procesos,3.91,
IE,2025,E_AI_TPA,Automatizacion de procesos,5.99,
IT,2025,E_AI_TPA,Automatizacion de procesos,2.86,
LT,2025,E_AI_TPA,Automatizacion de procesos,8.69,
LU,2025,E_AI_TPA,Automatizacion de procesos,7.36,
LV,2025,E_AI_TPA,Automatizacion de procesos,3.86,
MT,2025,E_AI_TPA,Automatizacion de procesos,7.04,
NL,2025,E_AI_TPA,Automatizacion de procesos,8.45,
PL,2025,E_AI_TPA,Automatizacion de procesos,2.6,
PT,2025,E_AI_TPA,Automatizacion de procesos,3.98,
RO,2025,E_AI_TPA,Automatizacion de procesos,2.18,
SE,2025,E_AI_TPA,Automatizacion de procesos,8.79,
SI,2025,E_AI_TPA,Automatizacion de procesos,3.14,
SK,2025,E_AI_TPA,Automatizacion de procesos,4.66,
AT,2025,E_AI_TPVSG,Generacion de imagen/audio,13.08,
BE,2025,E_AI_TPVSG,Generacion de imagen/audio,17.32,
BG,2025,E_AI_TPVSG,Generacion de imagen/audio,4.52,
CY,2025,E_AI_TPVSG,Generacion de imagen/audio,4.68,
CZ,2025,E_AI_TPVSG,Generacion de imagen/audio,9.68,
DE,2025,E_AI_TPVSG,Generacion de imagen/audio,13.52,
DK,2025,E_AI_TPVSG,Generacion de imagen/audio,17.66,
EE,2025,E_AI_TPVSG,Generacion de imagen/audio,6.46,
EL,2025,E_AI_TPVSG,Generacion de imagen/audio,4.02,
ES,2025,E_AI_TPVSG,Generacion de imagen/audio,11.38,
EU27_2020,2025,E_AI_TPVSG,Generacion de imagen/audio,9.55,
FI,2025,E_AI_TPVSG,Generacion de imagen/audio,21.55,
FR,2025,E_AI_TPVSG,Generacion de imagen/audio,7.5,
HR,2025,E_AI_TPVSG,Generacion de imagen/audio,7.04,
HU,2025,E_AI_TPVSG,Generacion de imagen/audio,4.65,
IE,2025,E_AI_TPVSG,Generacion de imagen/audio,5.65,
IT,2025,E_AI_TPVSG,Generacion de imagen/audio,7.04,
LT,2025,E_AI_TPVSG,Generacion de imagen/audio,11.49,
LU,2025,E_AI_TPVSG,Generacion de imagen/audio,14.21,
LV,2025,E_AI_TPVSG,Generacion de imagen/audio,5.48,
MT,2025,E_AI_TPVSG,Generacion de imagen/audio,7.13,
NL,2025,E_AI_TPVSG,Generacion de imagen/audio,14.92,b
PL,2025,E_AI_TPVSG,Generacion de imagen/audio,2.75,
PT,2025,E_AI_TPVSG,Generacion de imagen/audio,5.88,
RO,2025,E_AI_TPVSG,Generacion de imagen/audio,3.03,
SE,2025,E_AI_TPVSG,Generacion de imagen/audio,18.67,
SI,2025,E_AI_TPVSG,Generacion de imagen/audio,6.05,
SK,2025,E_AI_TPVSG,Generacion de imagen/audio,10.93,
AT,2025,E_AI_TSR,Reconocimiento de voz,9.4,
BE,2025,E_AI_TSR,Reconocimiento de voz,12.29,
BG,2025,E_AI_TSR,Reconocimiento de voz,2.67,
CY,2025,E_AI_TSR,Reconocimiento de voz,3.2,
CZ,2025,E_AI_TSR,Reconocimiento de voz,3.57,
DE,2025,E_AI_TSR,Reconocimiento de voz,10.9,
DK,2025,E_AI_TSR,Reconocimiento de voz,15.17,
EE,2025,E_AI_TSR,Reconocimiento de voz,4.68,
EL,2025,E_AI_TSR,Reconocimiento de voz,3.22,
ES,2025,E_AI_TSR,Reconocimiento de voz,7.2,
EU27_2020,2025,E_AI_TSR,Reconocimiento de voz,7.22,
FI,2025,E_AI_TSR,Reconocimiento de voz,14.8,
FR,2025,E_AI_TSR,Reconocimiento de voz,6.14,
HR,2025,E_AI_TSR,Reconocimiento de voz,4.42,
HU,2025,E_AI_TSR,Reconocimiento de voz,3.53,
IE,2025,E_AI_TSR,Reconocimiento de voz,5.81,
IT,2025,E_AI_TSR,Reconocimiento de voz,6.77,
LT,2025,E_AI_TSR,Reconocimiento de voz,4.26,
LU,2025,E_AI_TSR,Reconocimiento de voz,13.02,
LV,2025,E_AI_TSR,Reconocimiento de voz,3.92,
MT,2025,E_AI_TSR,Reconocimiento de voz,4.41,
NL,2025,E_AI_TSR,Reconocimiento de voz,11.61,
PL,2025,E_AI_TSR,Reconocimiento de voz,1.59,
PT,2025,E_AI_TSR,Reconocimiento de voz,3.96,
RO,2025,E_AI_TSR,Reconocimiento de voz,2.31,
SE,2025,E_AI_TSR,Reconocimiento de voz,10.64,
SI,2025,E_AI_TSR,Reconocimiento de voz,4.5,
SK,2025,E_AI_TSR,Reconocimiento de voz,6.91,
AT,2025,E_AI_TTM,Mineria de texto,21.92,
BE,2025,E_AI_TTM,Mineria de texto,23.01,
BG,2025,E_AI_TTM,Mineria de texto,4.97,
CY,2025,E_AI_TTM,Mineria de texto,5.95,
CZ,2025,E_AI_TTM,Mineria de texto,7.15,
DE,2025,E_AI_TTM,Mineria de texto,13.5,
DK,2025,E_AI_TTM,Mineria de texto,29.1,
EE,2025,E_AI_TTM,Mineria de texto,12.02,
EL,2025,E_AI_TTM,Mineria de texto,6.09,
ES,2025,E_AI_TTM,Mineria de texto,10.05,
EU27_2020,2025,E_AI_TTM,Mineria de texto,11.75,
FI,2025,E_AI_TTM,Mineria de texto,28.49,
FR,2025,E_AI_TTM,Mineria de texto,10.23,
HR,2025,E_AI_TTM,Mineria de texto,9.76,
HU,2025,E_AI_TTM,Mineria de texto,5.31,
IE,2025,E_AI_TTM,Mineria de texto,10.52,
IT,2025,E_AI_TTM,Mineria de texto,11.61,
LT,2025,E_AI_TTM,Mineria de texto,15.96,
LU,2025,E_AI_TTM,Mineria de texto,25.04,
LV,2025,E_AI_TTM,Mineria de texto,9.13,
MT,2025,E_AI_TTM,Mineria de texto,11.97,
NL,2025,E_AI_TTM,Mineria de texto,22.93,
PL,2025,E_AI_TTM,Mineria de texto,2.1,
PT,2025,E_AI_TTM,Mineria de texto,6.86,
RO,2025,E_AI_TTM,Mineria de texto,3.57,
SE,2025,E_AI_TTM,Mineria de texto,25.84,
SI,2025,E_AI_TTM,Mineria de texto,14.17,
SK,2025,E_AI_TTM,Mineria de texto,10.37,
