pais,anio,ind_type,sexo,grupo,indic_is,indicador,pct,flag
CY,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,19.28,
CZ,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,36.22,
DE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,20.64,
DK,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,49.88,
EE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,34.57,
EL,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,26.03,
ES,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,36.91,
EU27_2020,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,29.27,
FI,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,54.81,
FR,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,32.68,
HR,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,28.11,
HU,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,32.45,
IE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,48.23,
IT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,29.19,
LT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,27.66,
LU,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,24.34,
LV,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,20.45,
MT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,39.12,
NL,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,52.48,
PL,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,23.54,
PT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,29.9,
RO,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,10.47,
SE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,34.11,
SI,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,19.17,
SK,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,18.5,
AT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,38.89,
BE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,31.66,
BG,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,26.54,
CY,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,37.52,
CZ,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,34.78,
DE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,35.99,
DK,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,31.08,
EE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,28.73,
EL,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,23.36,
ES,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,28.01,
EU27_2020,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,29.77,
FI,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,28.01,
FR,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,32.41,
HR,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,33.01,
HU,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,23.44,
IE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,33.98,
IT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,23.07,
LT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,27.67,
LU,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,36.58,
LV,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,28.96,
MT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,26.37,
NL,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,30.51,
PL,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,26.27,
PT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,27.93,
RO,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,19.9,
SE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,35.9,
SI,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,27.14,
SK,2025,F_Y16_74,Mujeres,16-74,I_DSK2_B,Basicas,33.25,
AT,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,34.26,
BE,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,29.69,
BG,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,11.77,
CY,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,18.26,
CZ,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,37.34,
DE,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,24.21,
DK,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,53.04,
EE,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,33.65,
EL,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,27.47,
ES,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,38.86,
EU27_2020,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,31.43,
FI,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,54.91,
FR,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,34.99,
HR,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,27.66,
HU,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,34.05,
IE,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,54.41,
IT,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,31.51,
LT,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,27.33,
LU,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,28.12,
LV,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,20.14,
MT,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,38.04,
NL,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,55.61,
PL,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,23.55,
PT,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,31.97,
RO,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,11.13,
SE,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,38.1,
SI,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,19.8,
SK,2025,IND_TOTAL,Total,16-74,I_DSK2_AB,Por encima de basicas,21.16,
AT,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,35.52,
BE,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,31.53,
BG,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,26.49,
CY,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,37.49,
CZ,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,33.11,
DE,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,35.33,
DK,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,28.41,
EE,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,28.87,
EL,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,23.49,
ES,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,27.65,
EU27_2020,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,28.97,
FI,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,26.07,
FR,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,30.75,
HR,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,35.72,
HU,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,23.27,
IE,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,28.42,
IT,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,22.76,
LT,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,26.48,
LU,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,34.29,
LV,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,28.3,
MT,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,28.76,
NL,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,27.99,
PL,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,26.87,
PT,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,27.18,
RO,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,20.71,
SE,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,31.88,
SI,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,26.7,
SK,2025,IND_TOTAL,Total,16-74,I_DSK2_B,Basicas,32.4,
AT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,14.36,
BE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,11.47,
BG,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,1.73,
CY,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,4.71,
CZ,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,37.99,
DE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,8.86,
DK,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,44.75,
EE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,27.61,
EL,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,7.29,
ES,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,15.99,
EU27_2020,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,15.59,
FI,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,40.94,
FR,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,19.5,
HR,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,13.07,u
HU,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,20.56,
IE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,35.55,
IT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,12.46,
LT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,20.1,
LU,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,5.22,
LV,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,12.21,
MT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,8.57,
NL,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,35.23,
PL,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,18.75,
PT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,9.03,
RO,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,4.37,
SE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,22.81,
SI,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,12.28,
SK,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_AB,Por encima de basicas,16.53,
AT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,33.73,
BE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,24.03,
BG,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,14.11,
CY,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,27.42,
CZ,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,26.79,
DE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,30.31,
DK,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,27.74,
EE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,26.5,
EL,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,14.72,
ES,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,28.71,
EU27_2020,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,24.95,
FI,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,26.13,
FR,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,26.29,
HR,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,12.51,u
HU,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,20.22,
IE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,34.35,
IT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,19.59,
LT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,20.6,
LU,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,29.73,
LV,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,27.42,
MT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,20.91,
NL,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,33.43,
PL,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,26.75,
PT,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,19.81,
RO,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,12.32,
SE,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,28.33,
SI,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,16.9,
SK,2025,M_I0_2,Hombres,Educacion baja,I_DSK2_B,Basicas,27.74,
AT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,31.04,
BE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,22.0,
BG,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,7.19,
CY,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,7.83,
CZ,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,28.78,
DE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,23.7,
DK,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,52.4,
EE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,28.29,
EL,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,23.28,
ES,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,39.24,
EU27_2020,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,27.27,
FI,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,48.59,
FR,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,28.01,
HR,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,24.31,
HU,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,25.31,
IE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,62.76,
IT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,38.67,
LT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,13.05,
LU,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,26.22,
LV,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,12.78,
MT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,33.68,
NL,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,53.29,
PL,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,14.25,
PT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,41.04,
RO,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,6.79,
SE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,37.42,
SI,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,15.19,
SK,2025,M_I3_4,Hombres,Educacion media,I_DSK2_AB,Por encima de basicas,16.29,
AT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,33.26,
BE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,34.26,
BG,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,24.53,
CY,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,37.34,
CZ,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,35.33,
DE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,35.34,
DK,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,26.66,
EE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,28.9,
EL,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,23.54,
ES,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,31.33,
EU27_2020,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,29.69,
FI,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,26.42,
FR,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,30.8,
HR,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,41.35,
HU,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,25.0,
IE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,17.7,
IT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,26.14,
LT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,23.02,
LU,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,36.01,
LV,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,26.18,
MT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,38.39,
NL,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,28.53,
PL,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,25.57,
PT,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,37.65,
RO,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,21.01,
SE,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,29.09,
SI,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,25.94,
SK,2025,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,31.7,
AT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,56.25,
BE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,54.59,
BG,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,27.44,
CY,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,31.36,
CZ,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,69.26,
DE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,43.82,
DK,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,71.26,
EE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,43.13,
EL,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,47.76,
ES,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,60.89,
EU27_2020,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,55.71,
FI,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,75.7,
FR,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,57.54,
HR,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,44.31,
HU,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,66.79,
IE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,64.28,
IT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,65.23,
LT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,47.31,
LU,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,49.37,
LV,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,37.17,
MT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,63.37,
NL,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,76.76,
PL,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,47.9,
PT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,66.39,
RO,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,39.61,
SE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,61.38,
SI,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,39.2,
SK,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,48.98,
AT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,29.61,
BE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,31.31,
BG,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,39.55,
CY,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,41.34,
CZ,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,21.08,
DE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,36.17,
DK,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,21.63,
EE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,30.7,
EL,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,28.85,
ES,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,23.59,
EU27_2020,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,28.18,
FI,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,19.14,
FR,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,28.56,
HR,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,44.54,
HU,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,20.96,
IE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,23.08,
IT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,18.98,
LT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,29.65,
LU,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,31.86,
LV,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,30.92,
MT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,30.16,
NL,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,18.21,
PL,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,32.43,
PT,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,23.77,
RO,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,33.7,
SE,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,25.43,
SI,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,33.84,
SK,2025,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,32.5,
AT,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,36.67,
BE,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,31.86,
BG,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,11.21,
CY,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,17.21,
CZ,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,38.54,
DE,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,27.78,
DK,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,56.18,
EE,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,32.68,
EL,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,28.95,
ES,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,40.82,
EU27_2020,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,33.63,
FI,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,55.02,
FR,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,37.41,
HR,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,27.2,
HU,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,35.7,
IE,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,60.66,
IT,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,33.85,
LT,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,26.98,
LU,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,31.78,
LV,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,19.8,
MT,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,37.13,
NL,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,58.75,
PL,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,23.55,
PT,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,34.19,
RO,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,11.81,
SE,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,41.96,
SI,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,20.39,
