pais,anio,ind_type,sexo,grupo,indic_is,indicador,pct,flag
FI,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,30.82,
FR,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,30.03,
HR,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,37.28,
HU,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,31.55,
IE,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,11.91,
IT,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,27.12,
LT,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,21.68,
LU,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,32.66,
LV,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,23.59,
MT,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,36.36,
NL,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,28.7,
PL,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,22.68,
PT,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,36.34,
RO,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,18.6,
SE,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,27.69,
SI,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,23.45,
SK,2023,M_I3_4,Hombres,Educacion media,I_DSK2_B,Basicas,29.52,
AT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,54.56,
BE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,53.2,
BG,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,20.62,
CY,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,45.29,
CZ,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,69.09,
DE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,37.48,
DK,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,64.42,
EE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,44.06,
EL,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,38.9,
ES,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,64.58,
EU27_2020,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,52.13,
FI,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,70.14,
FR,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,54.23,
HR,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,63.98,
HU,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,58.21,
IE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,59.97,
IT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,51.52,
LT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,42.13,
LU,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,49.95,
LV,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,29.08,
MT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,65.04,
NL,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,76.61,
PL,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,47.96,
PT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,63.3,
RO,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,33.68,
SE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,54.43,
SI,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,38.16,
SK,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_AB,Por encima de basicas,46.86,
AT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,30.61,
BE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,30.17,
BG,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,46.0,
CY,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,28.98,
CZ,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,21.86,
DE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,36.59,
DK,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,21.83,
EE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,28.81,
EL,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,45.16,
ES,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,22.42,
EU27_2020,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,29.36,
FI,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,23.02,
FR,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,29.76,
HR,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,17.65,
HU,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,27.1,
IE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,28.29,
IT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,25.15,
LT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,33.0,
LU,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,32.92,
LV,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,38.89,
MT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,25.98,
NL,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,17.8,
PL,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,30.36,
PT,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,26.27,
RO,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,32.34,
SE,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,27.98,
SI,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,33.4,
SK,2023,M_I5_8,Hombres,Educacion alta,I_DSK2_B,Basicas,31.62,
AT,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,36.09,
BE,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,30.71,
BG,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,7.81,
CY,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,25.36,
CZ,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,36.04,
DE,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,22.88,
DK,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,45.13,
EE,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,36.85,
EL,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,20.59,
ES,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,39.95,
EU27_2020,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,29.3,
FI,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,52.11,
FR,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,32.03,
HR,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,26.89,
HU,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,30.6,
IE,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,52.21,
IT,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,24.05,
LT,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,24.58,
LU,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,32.18,
LV,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,15.94,
MT,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,36.65,
NL,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,57.07,
PL,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,21.31,
PT,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,31.63,
RO,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,9.76,
SE,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,39.08,
SI,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,20.64,
SK,2023,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,23.44,
AT,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,32.62,
BE,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,29.96,
BG,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,27.02,
CY,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,22.52,
CZ,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,33.44,
DE,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,32.26,
DK,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.03,
EE,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.3,
EL,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,32.56,
ES,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.54,
EU27_2020,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,27.4,
FI,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,28.82,
FR,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,27.11,
HR,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,33.32,
HU,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,29.05,
IE,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,22.22,
IT,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,23.31,
LT,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,25.8,
LU,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,31.43,
LV,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,28.18,
MT,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.21,
NL,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,25.76,
PL,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,24.37,
PT,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,25.58,
RO,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,19.31,
SE,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.68,
SI,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.27,
SK,2023,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,29.21,
AT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,13.71,
BE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,6.1,
BG,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,2.78,
CY,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,3.13,
CZ,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,34.15,
DE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,7.59,
DK,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,39.2,
EE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,28.87,
EL,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,7.69,
ES,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,12.8,
EU27_2020,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,13.18,
FI,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,47.37,
FR,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,17.47,
HR,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,4.14,
HU,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,14.55,
IE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,44.46,
IT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,8.73,
LT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,22.13,
LU,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,2.74,
LV,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,16.27,
MT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,5.83,
NL,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,31.65,
PL,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,18.53,
PT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,4.51,
RO,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,3.09,
SE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,24.01,
SI,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,14.49,
SK,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_AB,Por encima de basicas,15.69,
AT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,31.73,
BE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,25.49,
BG,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,10.29,
CY,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,25.11,
CZ,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,28.23,
DE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,24.01,
DK,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,32.32,
EE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,29.66,
EL,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,15.57,
ES,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,24.98,
EU27_2020,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,21.38,
FI,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,32.87,
FR,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,19.56,
HR,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,15.21,
HU,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,15.97,
IE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,32.11,
IT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,16.7,
LT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,28.8,
LU,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,25.06,
LV,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,22.66,
MT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,18.03,
NL,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,31.64,
PL,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,19.44,
PT,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,17.99,
RO,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,9.14,
SE,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,34.4,
SI,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,15.77,
SK,2025,F_I0_2,Mujeres,Educacion baja,I_DSK2_B,Basicas,27.94,
AT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,25.85,
BE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,20.85,
BG,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,6.84,
CY,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,6.71,
CZ,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,26.95,
DE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,17.47,
DK,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,44.6,
EE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,26.56,
EL,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,17.65,
ES,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,31.94,
EU27_2020,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,22.14,
FI,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,42.04,
FR,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,24.62,
HR,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,27.35,
HU,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,22.1,
IE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,44.33,
IT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,29.78,
LT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,10.98,
LU,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,20.06,
LV,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,11.51,
MT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,32.92,
NL,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,46.03,
PL,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,12.38,
PT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,31.39,
RO,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,5.9,
SE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,27.95,
SI,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,11.38,
SK,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_AB,Por encima de basicas,11.1,
AT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,44.01,
BE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,29.91,
BG,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,23.66,
CY,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,37.66,
CZ,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,38.02,
DE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,38.03,
DK,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,32.35,
EE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,26.77,
EL,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,21.7,
ES,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,32.3,
EU27_2020,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,31.83,
FI,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,31.82,
FR,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,37.17,
HR,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,36.32,
HU,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,24.92,
IE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,35.03,
IT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,27.94,
LT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,21.46,
LU,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,38.13,
LV,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,24.43,
MT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,33.35,
NL,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,35.7,
PL,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,22.93,
PT,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,35.89,
RO,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,19.74,
SE,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,33.42,
SI,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,25.46,
SK,2025,F_I3_4,Mujeres,Educacion media,I_DSK2_B,Basicas,31.23,
AT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,50.24,
BE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,42.38,
BG,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,25.5,
CY,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,34.67,
CZ,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,60.46,
DE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,34.6,
DK,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,59.67,
EE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,42.97,
EL,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,45.27,
ES,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,54.57,
EU27_2020,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,48.35,
FI,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,70.54,
FR,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,48.91,
HR,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,47.63,
HU,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,56.72,
IE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,48.86,
IT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,56.99,
LT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,41.06,
LU,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,36.66,
LV,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,30.52,
MT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,63.68,
NL,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,70.24,
PL,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,43.87,
PT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,55.43,
RO,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,34.93,
SE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,44.12,
SI,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,33.06,
SK,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_AB,Por encima de basicas,36.01,
AT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,35.38,
BE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,35.76,
BG,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,39.32,
CY,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,42.0,
CZ,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,30.43,
DE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,39.7,
DK,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,29.81,
EE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,30.09,
EL,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,29.36,
ES,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,27.89,
EU27_2020,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,32.46,
FI,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,22.06,
FR,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,34.93,
HR,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,40.74,
HU,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,25.22,
IE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,34.43,
IT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,23.41,
LT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,32.23,
LU,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,40.89,
LV,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,34.91,
MT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,26.41,
NL,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,24.96,
PL,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,33.85,
PT,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,31.61,
RO,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,33.39,
SE,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,39.06,
SI,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,36.02,
SK,2025,F_I5_8,Mujeres,Educacion alta,I_DSK2_B,Basicas,39.7,
AT,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,31.86,
BE,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,27.58,
BG,2025,F_Y16_74,Mujeres,16-74,I_DSK2_AB,Por encima de basicas,12.31,
